2015-16 State, District, and School Level Summary Data																																																																																	
Percentages greater than 95 are displayed as >95 and percentages less than 5 are displayed as <5.																																																																																	
* or (Insufficient) or a blank cell indicates a school does not have tested grades/sufficient data for reporting.																																																																																	
College/Career Ready (CCR) - Level 4 & 5 /Grade Level Proficient (GLP) - Level 3 & Above																																																																																	
																																																																																	
Note: Filter applied to all column headers.  For sorting or filtering, click on the down arrow.																																																																																	
District Name	School Code	School Name	SBE District	Grade Span	Title I School	SPG Grade	SPG Score	Reading SPG Grade	Reading SPG Score	Math SPG Grade	Math SPG Score	EVAAS Growth Status	EVAAS Growth Index	Participation Denominator	Percent Participation	Graduation Project	Summer Program	ACT Denominator	ACT Percent	ACT WorkKeys Denominator	ACT WorkKeys Percent	Passing      Math III Denominator	Passing Math III Percent	4-Year Cohort Graduation Rate Denominator	4-Year Cohort Graduation Rate Percent	5-Year Cohort Graduation Rate Denominator	5-Year Cohort Graduation Rate Percent	Performance Composite Denominator	Performance Composite Percent College/Career Ready	Performance Composite Percent Grade Level Proficient	Math I Denominator	Math I Percent College/Career Ready	Math I Percent Grade Level Proficient	Biology Denominator	Biology Percent College/Career Ready	Biology Percent Grade Level Proficient	English II Denominator	English II Percent College/Career Ready	English II Percent Grade Level Proficient	Grade 3 Math Denominator	Grade 3 Math Percent College/Career Ready	Grade 3 Math Percent Grade Level Proficient	Grade 4 Math Denominator	Grade 4 Math Percent College/Career Ready	Grade 4 Math Percent Grade Level Proficient	Grade 5 Math Denominator	Grade 5 Math Percent College/Career Ready	Grade 5 Math Percent Grade Level Proficient	Grade 6 Math Denominator	Grade 6 Math Percent College/Career Ready	Grade 6 Math Percent Grade Level Proficient	Grade 7 Math Denominator	Grade 7 Math Percent College/Career Ready	Grade 7 Math Percent Grade Level Proficient	Grade 8 Math Denominator	Grade 8 Math Percent College/Career Ready	Grade 8 Math Percent Grade Level Proficient	Grade 3 Reading Denominator	Grade 3 Reading Percent College/Career Ready	Grade 3 Reading Percent Grade Level Proficient	Grade 4 Reading Denominator	Grade 4 Reading Percent College/Career Ready	Grade 4 Reading Percent Grade Level Proficient	Grade 5 Reading Denominator	Grade 5 Reading Percent College/Career Ready	Grade 5 Reading Percent Grade Level Proficient	Grade 6 Reading Denominator	Grade 6 Reading Percent College/Career Ready	Grade 6 Reading Percent Grade Level Proficient	Grade 7 Reading Denominator	Grade 7 Reading Percent College/Career Ready	Grade 7 Reading Percent Grade Level Proficient	Grade 8 Reading Denominator	Grade 8 Reading Percent College/Career Ready	Grade 8 Reading Percent Grade Level Proficient	Grade 5 Science Denominator	Grade 5 Science Percent College/Career Ready	Grade 5 Science Percent Grade Level Proficient	Grade 8 Science Denominator	Grade 8 Science Percent College/Career Ready	Grade 8 Science Percent Grade Level Proficient
Alexander County Schools	020328	Taylorsville Elementary	Northwest Region	PK-05	Y	B	71	C	67	B	74	Exceeded	4.61	9	100.0													337	58.5	66.5										49	75.5	91.8	46	58.7	60.9	49	55.1	57.1										49	57.1	73.5	46	47.8	52.2	49	53.1	59.2										49	61.2	69.4			
Alexander County Schools	020330	West Alexander Middle	Northwest Region	06-08	Y	C	67	C	65	C	55	Exceeded	3.88	17	100.0													1184	52.4	60.7	36	>95	>95																158	34.2	39.9	155	35.5	44.5	174	48.9	54.0										158	51.9	59.5	155	52.3	65.2	174	48.3	61.5				174	82.2	89.1
Alexander County Schools	020332	Wittenburg Elementary	Northwest Region	PK-05	Y	C	67	C	63	C	67	Met	0.78	8	100.0													348	52.6	63.8										54	63.0	72.2	57	57.9	64.9	42	45.2	47.6										54	40.7	64.8	57	49.1	64.9	42	38.1	47.6										42	73.8	81.0			
Alleghany County Schools	030	Alleghany County Schools	Northwest Region											40	100.0			104	51.9	73	57.5	103	>95	120	85.0	103	88.3	1814	49.9	60.6	152	31.6	45.4	100	41.0	48.0	101	51.5	61.4	110	58.2	70.0	113	69.0	73.5	100	36.0	46.0	94	38.3	50.0	102	71.6	76.5	108	43.5	46.3	110	50.9	68.2	113	50.4	67.3	100	32.0	46.0	93	51.6	62.4	102	48.0	62.7	108	38.9	50.9	100	65.0	75.0	108	75.0	83.3
Alleghany County Schools	030304	Alleghany High	Northwest Region	09-12	Y	C	62					NotMet	-6.1	20	100.0	Y		104	51.9	73	57.5	103	>95	120	85.0	103	88.3	353	39.9	50.7	152	31.6	45.4	100	41.0	48.0	101	51.5	61.4																																										
Alleghany County Schools	030308	Glade Creek Elementary	Northwest Region	PK-08	Y	C	62	C	57	C	62	Met	0.77	13	100.0													370	49.5	57.6										27	37.0	40.7	17	58.8	64.7	23	39.1	47.8	24	62.5	70.8	30	70.0	73.3	35	42.9	45.7	27	37.0	51.9	17	58.8	70.6	23	30.4	47.8	24	66.7	70.8	30	26.7	40.0	35	31.4	42.9	23	60.9	69.6	35	77.1	80.0
Alleghany County Schools	030316	Piney Creek Elementary	Northwest Region	PK-08	Y	B	75	B	74	B	72	Met	-1.14	8	100.0													248	62.9	74.6										18	61.1	77.8	20	90.0	95.0	25	32.0	36.0	<10	*	*	21	85.7	90.5	13	53.8	53.8	18	77.8	88.9	20	50.0	70.0	25	40.0	60.0	<10	*	*	21	71.4	90.5	13	46.2	46.2	25	76.0	92.0	13	76.9	84.6
Alleghany County Schools	030320	Sparta Elementary	Northwest Region	PK-08	Y	C	67	C	64	C	65	Exceeded	2.05	15	100.0													843	50.4	61.9										65	66.2	80.0	76	65.8	69.7	52	36.5	50.0	62	27.4	40.3	51	66.7	72.5	60	41.7	45.0	65	49.2	69.2	76	48.7	65.8	52	28.8	38.5	61	42.6	54.1	51	51.0	64.7	60	41.7	56.7	52	61.5	69.2	60	73.3	85.0
Anson County Schools	040	Anson County Schools	Southwest Region											54	96.3			206	29.6	26	26.9	228	>95	260	82.3	275	87.6	4421	31.2	41.3	356	34.3	47.5	308	15.3	23.1	289	26.0	38.8	250	30.0	43.2	246	31.3	37.4	240	31.7	40.0	211	37.0	44.5	277	24.2	28.2	258	15.1	18.6	251	34.3	43.8	246	35.0	54.1	240	32.1	47.9	213	41.3	49.3	280	26.1	38.6	260	20.8	33.5	238	52.9	61.8	258	51.6	60.1
Anson County Schools	040304	Anson Co. Early College High	Southwest Region	09-13	Y	B	72					NotMet	-2.27	10	100.0	Y	Y	59	62.7			50	>95	36	>95	27	>95	146	41.8	61.0	49	46.9	71.4	57	19.3	38.6	40	67.5	80.0																																										
Anson County Schools	040305	Anson Academy	Southwest Region	09-12	Y	N/A		N/A		N/A		NotMet	-2.91	3	100.0	Y	Y	17	<5			26	>95	29	69.0	30	60.0	89	<5	<5	28	<5	<5	34	<5	<5	27	<5	7.4																																										
Anson County Schools	040306	Anson High School	Southwest Region	09-12	Y	D	54					Met	-1.42	23	95.7	Y	Y	103	14.6	26	26.9	119	>95	145	87.6	180	90.0	544	24.1	34.9	205	31.7	44.9	162	15.4	20.4	177	23.2	36.7																																										
Anson County Schools	040308	Ansonville Elementary	Southwest Region	0K-06	Y	B	78	B	78	B	74	Exceeded	5.56	11	100.0													247	66.0	74.5										20	55.0	65.0	27	63.0	70.4	33	69.7	72.7	27	66.7	66.7							20	70.0	80.0	27	59.3	81.5	33	63.6	72.7	27	55.6	70.4							33	84.8	87.9			
Anson County Schools	040309	Anson Middle	Southwest Region	07-08	Y	D	42	D	44	F	30	NotMet	-5.23	21	100.0		Y											1373	28.8	37.4	40	75.0	92.5																			277	24.2	28.2	258	15.1	18.6													280	26.1	38.6	260	20.8	33.5				258	51.6	60.1
Anson County Schools	040311	Wadesboro Primary	Southwest Region	0K-05	Y	F	39	D	41	F	36	Met	-1.29	8	100.0		Y											403	18.9	29.8										84	14.3	27.4	86	14.0	19.8	21	28.6	38.1										84	19.0	29.8	86	17.4	33.7	21	33.3	42.9										21	38.1	42.9			
Anson County Schools	040316	Lilesville Elementary	Southwest Region	0K-06	Y	D	50	D	53	D	45	Exceeded	5.63	11	100.0		Y											392	25.3	39.5										56	8.9	23.2	41	24.4	41.5	40	15.0	27.5	39	28.2	41.0							56	25.0	33.9	41	41.5	65.9	40	22.5	42.5	39	33.3	43.6							40	35.0	45.0			
Anson County Schools	040324	Morven Elementary	Southwest Region	0K-06	Y	D	47	D	41	D	50	Met	-1.73	6	100.0		Y											269	28.6	40.5										31	45.2	61.3	27	40.7	40.7	29	17.2	37.9	33	24.2	36.4							31	29.0	35.5	27	25.9	40.7	29	20.7	31.0	33	24.2	27.3							29	31.0	55.2			
Anson County Schools	040328	Peachland-Polkton Elem	Southwest Region	0K-06	Y	B	71	B	73	C	63	Exceeded	5.09	14	100.0		Y											528	56.3	66.1										59	55.9	67.8	65	41.5	43.1	59	49.2	54.2	51	64.7	70.6							60	55.0	65.0	65	47.7	67.7	59	47.5	69.5	51	62.7	72.5							59	86.4	88.1			
Anson County Schools	040330	Wadesboro Elementary	Southwest Region	05-06	Y	F	39	D	42	F	31	Met	1.08	9	100.0		Y											296	19.3	28.0																58	12.1	17.2	61	13.1	19.7													58	10.3	25.9	63	31.7	36.5							56	28.6	41.1			
Anson County Schools	040700	Anson New Tech High	Southwest Region	09-12	Y	D	49					NotMet	-4.72	6	100.0	Y	Y	27	33.3			33	>95	38	84.2	29	>95	134	14.9	24.6	34	11.8	14.7	55	18.2	27.3	45	13.3	28.9																																										
Ashe County Schools	050	Ashe County Schools	Northwest Region											45	97.8			223	58.7	80	76.3	207	94.7	250	84.0	222	87.8	4059	54.2	63.6	281	50.9	65.1	230	50.4	57.8	235	50.6	59.6	258	45.7	61.2	246	58.9	63.4	223	58.7	62.8	213	54.5	65.3	246	50.4	57.3	240	39.2	44.2	258	51.2	61.2	246	45.1	63.0	223	50.2	60.5	213	61.0	69.0	245	54.3	66.9	240	46.3	57.1	223	78.0	83.4	239	79.1	84.5
Ashe County Schools	050302	Ashe County High	Northwest Region	09-12	Y	C	69					NotMet	-2.69	25	96.0	N		223	58.7	80	76.3	207	94.7	250	84.0	222	87.8	746	50.7	61.1	281	50.9	65.1	230	50.4	57.8	235	50.6	59.6																																										
Ashe County Schools	050305	Ashe County Middle	Northwest Region	07-08	Y	C	65	C	64	C	55	Met	-0.69	17	100.0													1210	53.8	62.0																						246	50.4	57.3	240	39.2	44.2													245	54.3	66.9	240	46.3	57.1				239	79.1	84.5
Ashe County Schools	050310	Blue Ridge Elementary	Northwest Region	PK-06	Y	C	67	C	63	C	67	Exceeded	3.23	13	100.0													667	51.1	62.1										86	47.7	68.6	75	61.3	64.0	69	56.5	60.9	69	42.0	55.1							86	50.0	61.6	75	44.0	61.3	69	44.9	52.2	69	43.5	52.2							69	71.0	81.2			
Ashe County Schools	050330	Mountain View Elementary	Northwest Region	PK-06	Y	B	72	C	69	B	71	Exceeded	4.53	15	100.0													727	58.6	67.7										96	43.8	56.3	83	60.2	66.3	73	68.5	69.9	75	70.7	74.7							96	52.1	60.4	83	39.8	61.4	73	52.1	65.8	75	65.3	74.7							73	83.6	86.3			
Ashe County Schools	050335	Westwood Elementary	Northwest Region	0K-06	Y	B	70	B	72	C	62	Met	1.56	15	100.0													709	56.7	66.0										76	46.1	59.2	88	55.7	60.2	81	51.9	58.0	69	49.3	65.2							76	51.3	61.8	88	51.1	65.9	81	53.1	63.0	69	73.9	79.7							81	79.0	82.7			
Avery County Schools	060	Avery County Schools	Northwest Region											39	100.0			141	65.2	57	64.9	157	>95	165	>95	178	93.8	2710	53.8	63.8	234	50.0	63.2	137	42.3	51.8	160	46.3	55.0	166	53.6	68.1	165	60.0	63.6	142	69.0	72.5	159	40.9	52.2	174	53.4	66.7	142	40.1	46.5	166	52.4	60.2	165	52.7	63.6	142	56.3	72.5	159	51.6	59.1	174	58.0	70.1	142	43.7	55.6	142	79.6	83.8	141	68.8	80.9
Avery County Schools	060302	Avery County High	Northwest Region	09-12	Y	C	67					Met	-1.23	19	100.0	N		117	59.8	46	63.0	107	>95	113	>95	130	>95	255	27.8	38.4	92	32.6	52.2	83	25.3	28.9	80	25.0	32.5																																										
Avery County Schools	060304	Banner Elk Elementary	Northwest Region	PK-05	Y	B	74	C	68	B	74	Exceeded	3.39	6	100.0		Y											198	62.1	70.2										29	58.6	69.0	34	64.7	64.7	24	75.0	79.2										29	44.8	55.2	34	55.9	67.6	24	50.0	70.8										24	91.7	91.7			
Avery County Schools	060310	Cranberry Middle	Northwest Region	06-08	Y	B	71	C	69	C	67	Met	0.81	9	100.0		Y											449	58.8	68.4	18	>95	>95																64	50.0	60.9	72	55.6	68.1	53	56.6	60.4										64	53.1	62.5	72	54.2	68.1	53	60.4	66.0				53	73.6	84.9
Avery County Schools	060316	Crossnore Elementary	Northwest Region	PK-05	Y	A+NG	86	B	81	A	86	Exceeded	3.65	8	100.0		Y											220	76.8	85.0										26	65.4	84.6	33	69.7	75.8	34	94.1	94.1										26	65.4	73.1	33	66.7	81.8	34	76.5	85.3										34	94.1	>95			
Avery County Schools	060318	Avery Middle	Northwest Region	06-08	Y	C	60	C	63	D	52	NotMet	-3.56	15	100.0		Y											688	48.4	59.4	28	78.6	85.7																95	34.7	46.3	102	52.0	65.7	89	30.3	38.2										95	50.5	56.8	102	60.8	71.6	89	33.7	49.4				88	65.9	78.4
Avery County Schools	060322	Freedom Trail Elementary	Northwest Region	PK-05	Y	C	66	C	67	C	60	NotMet	-2.35	8	100.0		Y											250	56.0	66.0										34	52.9	73.5	40	52.5	55.0	34	50.0	52.9										34	61.8	64.7	40	47.5	55.0	34	47.1	76.5										34	82.4	88.2			
Avery County Schools	060328	Newland Elementary	Northwest Region	PK-05	Y	C	66	C	63	C	68	Exceeded	2.96	11	100.0		Y											304	53.6	60.9										57	52.6	61.4	38	63.2	65.8	38	57.9	63.2										57	43.9	54.4	38	50.0	60.5	38	55.3	60.5										38	57.9	63.2			
Avery County Schools	060332	Riverside Elementary	Northwest Region	PK-05	Y	C	66	C	62	C	66	Met	0.59	6	100.0		Y											116	50.0	62.1										20	35.0	55.0	20	45.0	55.0	12	75.0	83.3										20	55.0	60.0	20	40.0	50.0	12	41.7	66.7										12	75.0	83.3			
Avery County Schools	060334	Blue Ridge Academy	Northwest Region	06-12	Y	N/A		N/A		N/A						N				<10	*	21	>95	22	86.4	18	77.8	14	<5	7.1	<10	*	*	<10	*	*	<10	*	*																																										
Avery County Schools	060700	Avery High STEM Academy	Northwest Region	09-12	Y	A	87					Met	1.15	9	100.0	N		24	91.7	10	80.0	29	>95	29	>95	31	>95	91	64.8	81.3				17	29.4	70.6	74	73.0	83.8																																										
Avery County Schools	060701	Avery High Viking Academy	Northwest Region	09-12	Y	B	75					Met	0.31	3	100.0	N												125	63.2	73.6	90	52.2	63.3	35	91.4	>95																																													
Beaufort County Schools	070	Beaufort County Schools	Northeast Region											68	100.0			455	54.7	134	67.2	418	>95	496	81.3	523	88.5	9356	41.9	52.0	783	37.8	47.5	730	31.4	39.0	591	35.2	45.7	544	52.9	66.2	500	55.0	64.4	514	43.4	52.1	478	40.4	45.2	495	33.5	40.2	558	34.9	40.3	544	45.0	55.9	500	47.0	61.2	515	37.7	52.8	479	43.2	50.9	495	36.0	47.7	558	31.0	44.3	515	57.5	71.8	557	57.3	66.6
Beaufort County Schools	070302	Eastern Elementary	Northeast Region	PK-01	Y	I																																																																											
Beaufort County Schools	070308	Bath Elementary	Northeast Region	0K-08	Y	B	72	C	69	C	68	Met	1.25	16	100.0													950	60.0	68.8	24	91.7	>95							65	73.8	83.1	58	55.2	67.2	67	56.7	64.2	65	69.2	72.3	71	54.9	62.0	69	37.7	47.8	65	61.5	69.2	58	48.3	62.1	67	58.2	67.2	65	70.8	75.4	71	40.8	53.5	69	50.7	65.2	67	68.7	77.6	69	82.6	87.0
Beaufort County Schools	070310	B C Ed Tech Center	Northeast Region	06-12	Y	N/A		N/A		N/A		NotMet	-4.79	3	0.0	N		16	6.3	<10	*	27	70.4	15	73.3	22	72.7	105	<5	<5	22	<5	<5	31	<5	<5	26	<5	7.7										<10	*	*	<10	*	*	<10	*	*										<10	*	*	<10	*	*	<10	*	*				<10	*	*
Beaufort County Schools	070311	Beaufort Co Early College High	Northeast Region	09-13	Y	A	92					Exceeded	2.49	13	100.0	N	Y	35	88.6	<10	*	42	>95	41	>95	36	>95	173	78.0	91.3	57	73.7	91.2	59	84.7	93.2	57	75.4	89.5																																										
Beaufort County Schools	070325	Chocowinity Middle	Northeast Region	05-08	Y	D	52	D	54	D	50	NotMet	-7.94	20	100.0													1032	40.9	51.9	23	>95	>95													104	43.3	47.1	98	46.9	53.1	92	35.9	45.7	105	34.3	38.1							105	44.8	55.2	98	46.9	58.2	92	34.8	52.2	105	25.7	44.8	105	48.6	67.6	105	34.3	46.7
Beaufort County Schools	070326	Chocowinity Primary	Northeast Region	PK-04	Y	B	76	B	74	B	78	Met	-0.81	10	100.0		Y											438	61.6	76.3										120	65.0	80.8	99	72.7	79.8													120	50.0	69.2	99	60.6	75.8																		
Beaufort County Schools	070327	John C Tayloe Elementary	Northeast Region	02-03	Y	C	61	C	59	C	58	Exceeded	3.06	14	100.0													568	44.2	54.9										284	45.4	58.1																284	43.0	51.8																					
Beaufort County Schools	070328	John Small Elementary	Northeast Region	04-05	Y	C	63	C	58	C	62	Met	1.31	21	100.0		Y											1389	44.6	58.0													273	51.3	59.7	281	41.6	53.4													273	43.6	56.4	281	30.6	49.1										281	55.9	71.2			
Beaufort County Schools	070329	Northeast Elementary	Northeast Region	PK-08	Y	C	58	D	53	C	55	Met	-0.29	18	100.0													795	42.3	52.3	17	94.1	>95							57	49.1	64.9	58	50.0	67.2	48	33.3	39.6	50	30.0	34.0	56	32.1	39.3	64	35.9	43.8	57	31.6	40.4	58	44.8	63.8	48	37.5	50.0	50	36.0	40.0	56	32.1	41.1	64	37.5	46.9	48	66.7	77.1	64	57.8	67.2
Beaufort County Schools	070330	Northside High	Northeast Region	09-12	Y	C	64					NotMet	-6.5	21	100.0	N		108	66.7	41	82.9	92	>95	106	88.7	113	89.4	343	33.8	46.6	121	24.8	36.4	117	35.9	46.2	105	41.9	59.0																																										
Beaufort County Schools	070338	P S Jones Middle	Northeast Region	06-08	Y	C	56	D	51	D	49	Exceeded	3.84	24	100.0													1968	39.6	47.3	66	90.9	>95	<10	*	*													244	35.7	40.6	250	30.0	34.8	304	36.2	40.8										245	37.1	44.9	250	36.0	45.2	304	27.6	39.8				304	59.9	69.1
Beaufort County Schools	070339	Southside High	Northeast Region	09-12	Y	D	51					NotMet	-5.23	24	100.0	N		86	38.4	42	61.9	82	93.9	91	87.9	101	92.1	425	24.2	32.9	138	30.4	39.9	143	16.8	23.8	144	25.7	35.4																																										
Beaufort County Schools	070340	S W Snowden Elementary	Northeast Region	PK-08	Y	D	47	D	52	F	33	Met	0.55	6	100.0		Y											217	27.6	37.8										18	27.8	38.9	12	16.7	16.7	14	50.0	50.0	20	<5	5.0	21	<5	19.0	11	<5	<5	18	27.8	33.3	12	16.7	33.3	14	28.6	50.0	20	30.0	40.0	21	38.1	61.9	11	27.3	36.4	14	71.4	71.4	11	63.6	81.8
Beaufort County Schools	070342	Washington High	Northeast Region	09-12	Y	D	52					NotMet	-7.9	31	100.0	N		210	53.3	46	56.5	175	>95	218	81.2	232	89.2	953	26.9	35.4	315	19.4	29.2	379	29.6	37.2	259	32.0	40.2																																										
Bertie County Schools	080	Bertie County Schools	Northeast Region											43	97.7			141	40.4	59	32.2	158	>95	179	81.0	221	86.0	3043	32.6	43.7	241	28.6	45.2	170	41.2	51.8	214	32.7	41.6	162	45.7	65.4	165	26.7	35.8	155	36.8	49.7	177	21.5	29.9	165	25.5	32.7	206	15.5	20.9	162	34.0	41.4	165	30.3	44.8	155	31.0	45.2	177	29.9	40.7	165	32.1	45.5	205	19.5	27.3	155	54.2	67.7	204	54.9	65.7
Bertie County Schools	080311	Bertie Early College High	Northeast Region	09-13	Y	A	86					Met	1.91	10	100.0	Y	Y	44	72.7	<10	*	26	>95	22	90.9	34	>95	133	67.7	85.7	47	48.9	76.6	40	75.0	85.0	46	80.4	>95																																										
Bertie County Schools	080312	Bertie High	Northeast Region	09-12	Y	D	46					NotMet	-3.04	22	90.9	Y	Y	65	<5	49	18.4	110	>95	129	79.8	127	83.5	368	14.1	20.7	124	7.3	17.7	101	23.8	28.7	143	13.3	17.5																																										
Bertie County Schools	080314	Bertie Middle	Northeast Region	06-08	Y	D	48	D	46	F	39	Exceeded	2.28	16	100.0		Y											1327	29.2	38.4	28	64.3	82.1																177	21.5	29.9	165	25.5	32.7	206	15.5	20.9										177	29.9	40.7	165	32.1	45.5	205	19.5	27.3				204	54.9	65.7
Bertie County Schools	080348	Aulander Elementary	Northeast Region	PK-05	Y	C	65	C	60	C	66	Exceeded	4.93	6	100.0		Y											175	45.7	58.9										22	59.1	77.3	28	32.1	50.0	25	52.0	56.0										22	50.0	59.1	28	35.7	50.0	25	36.0	52.0										25	60.0	72.0			
Bertie County Schools	080356	West Bertie Elementary	Northeast Region	PK-05	Y	D	46	D	46	D	44	Met	-1.76	8	100.0		Y											305	25.9	39.7										45	24.4	44.4	49	14.3	28.6	39	25.6	41.0										45	31.1	35.6	49	14.3	32.7	39	33.3	46.2										39	43.6	53.8			
Bertie County Schools	080360	Colerain Elementary	Northeast Region	PK-05	Y	C	61	C	57	C	60	Met	1.64	7	100.0		Y											224	40.6	55.4										33	60.6	75.8	31	29.0	29.0	32	40.6	62.5										33	24.2	33.3	31	38.7	54.8	32	37.5	59.4										32	53.1	71.9			
Bertie County Schools	080362	Windsor Elementary	Northeast Region	PK-05	Y	C	58	D	50	C	58	Exceeded	2.52	12	100.0		Y											415	39.0	50.6										62	48.4	71.0	57	33.3	38.6	59	35.6	45.8										62	35.5	43.5	57	36.8	47.4	59	23.7	33.9										59	59.3	72.9			
Bertie County Schools	080700	Bertie STEM High	Northeast Region	09-12	Y	B	77					NotMet	-3.73	5	100.0	Y	Y	32	68.8	<10	*	22	>95	22	>95	48	>95	96	51.0	76.0	42	45.2	66.7	29	55.2	86.2	25	56.0	80.0																																										
Bladen County Schools	090	Bladen County Schools	SandHills Region											68	100.0			342	38.9	212	60.4	308	>95	349	86.5	375	82.1	6270	33.5	42.8	466	28.5	36.9	392	26.5	35.5	424	31.4	41.7	379	35.1	52.0	355	42.3	49.0	366	40.2	47.5	325	20.6	27.7	340	30.3	35.6	365	21.1	26.0	379	35.1	45.4	355	35.8	46.2	365	27.9	39.2	325	32.6	41.2	340	37.6	49.4	365	31.2	40.3	365	47.7	58.4	364	46.4	56.3
Bladen County Schools	090304	B T Washington Primary	SandHills Region	PK-05	Y	C	55	D	52	C	61	Met	-0.55	7	100.0													245	38.4	49.4										38	44.7	60.5	32	59.4	68.8	35	34.3	42.9										38	34.2	39.5	32	50.0	59.4	35	22.9	37.1										35	25.7	40.0			
Bladen County Schools	090315	Bladenboro Middle	SandHills Region	05-08	Y	D	45	D	47	F	36	NotMet	-2.06	18	100.0													824	31.1	39.1																86	39.5	44.2	77	9.1	15.6	74	27.0	31.1	88	12.5	17.0							86	37.2	50.0	77	36.4	42.9	74	20.3	33.8	88	22.7	29.5	86	67.4	79.1	88	35.2	44.3
Bladen County Schools	090317	Bladenboro Primary	SandHills Region	PK-04	Y	D	53	D	50	C	58	NotMet	-3.1	8	100.0													312	40.4	50.3										74	44.6	55.4	82	45.1	52.4													74	40.5	48.6	82	31.7	45.1																		
Bladen County Schools	090318	Bladen Lakes Primary	SandHills Region	PK-04	Y	D	53	D	51	C	55	Met	-1.04	6	100.0													192	37.0	47.4										54	31.5	51.9	42	40.5	42.9													54	42.6	55.6	42	33.3	35.7																		
Bladen County Schools	090320	Clarkton School of Discovery	SandHills Region	06-08	Y	C	61	C	64	D	50	Met	-1.16	16	100.0													584	50.5	58.0	34	88.2	94.1																62	29.0	32.3	81	48.1	53.1	88	40.9	47.7										62	35.5	48.4	81	59.3	66.7	88	48.9	62.5				88	67.0	71.6
Bladen County Schools	090324	Dublin Primary	SandHills Region	PK-04	Y	C	56	D	54	C	59	NotMet	-3.28	8	100.0													206	38.8	53.9										55	38.2	65.5	48	35.4	47.9													55	49.1	60.0	48	31.3	39.6																		
Bladen County Schools	090328	East Arcadia Elementary	SandHills Region	0K-08	Y	F	37	D	41	F	29	Met	-0.2	9	100.0													260	21.2	26.9										22	18.2	31.8	14	7.1	7.1	15	6.7	6.7	18	5.6	11.1	15	20.0	26.7	26	15.4	15.4	22	18.2	22.7	14	21.4	21.4	15	13.3	26.7	18	22.2	33.3	15	33.3	40.0	26	34.6	38.5	14	14.3	14.3	26	46.2	57.7
Bladen County Schools	090330	East Bladen High	SandHills Region	09-12	Y	D	54					NotMet	-4.32	26	100.0	N	Y	170	37.1	85	58.8	141	>95	162	90.1	171	81.9	543	24.9	34.4	188	24.5	33.5	165	20.0	29.1	190	29.5	40.0																																										
Bladen County Schools	090332	Elizabethtown Middle	SandHills Region	05-08	Y	D	49	D	46	D	45	Exceeded	2.33	20	100.0													1078	31.0	40.2																134	48.5	59.7	101	22.8	32.7	98	18.4	24.5	93	10.8	15.1							133	24.8	34.6	101	27.7	33.7	98	37.8	48.0	93	21.5	30.1	134	50.0	59.7	93	35.5	50.5
Bladen County Schools	090333	Elizabethtown Primary	SandHills Region	PK-04	Y	D	53	D	50	C	55	Exceeded	4.08	10	100.0													398	32.7	43.5										98	30.6	43.9	101	41.6	46.5													98	22.4	34.7	101	35.6	48.5																		
Bladen County Schools	090352	Plain View Primary	SandHills Region	PK-04	Y	C	59	C	60	C	59	Met	0.05	6	100.0													148	39.9	54.1										38	28.9	50.0	36	47.2	55.6													38	36.8	50.0	36	47.2	61.1																		
Bladen County Schools	090365	Tar Heel Middle	SandHills Region	05-08	Y	D	51	D	51	D	47	Exceeded	2	15	100.0													775	33.5	42.8																96	36.5	41.7	67	26.9	34.3	72	31.9	37.5	70	22.9	28.6							96	28.1	38.5	67	35.8	46.3	72	31.9	50.0	70	31.4	40.0	96	39.6	51.0	69	49.3	59.4
Bladen County Schools	090368	West Bladen High	SandHills Region	09-12	Y	C	58					Met	-1.64	35	100.0	N	Y	172	40.7	127	61.4	167	>95	185	84.3	201	82.6	705	29.1	38.2	244	23.4	31.6	227	31.3	40.1	234	32.9	43.2																																										
Brunswick County Schools	100	Brunswick County Schools	Southeast Region											74	95.9			815	59.3	318	67.6	795	>95	982	82.8	938	84.9	16848	46.4	56.0	1305	46.3	59.2	1053	56.1	63.8	1085	48.6	57.8	976	53.7	66.6	958	47.3	52.6	959	49.4	56.3	858	32.2	39.5	962	35.8	41.9	1008	34.3	40.9	976	44.5	55.3	958	39.5	51.4	958	38.3	50.4	858	42.3	49.5	962	44.5	56.5	1008	41.0	53.3	959	61.1	70.3	1005	71.1	81.2
Brunswick County Schools	100302	Belville Elementary	Southeast Region	0K-05	Y	C	64	C	60	C	65	Met	-1.28	17	100.0													969	50.5	61.5										153	47.1	64.7	140	62.1	70.0	128	46.9	57.0										153	45.8	55.6	140	45.0	55.0	127	38.6	53.5										128	68.8	75.0			
Brunswick County Schools	100304	Bolivia Elementary	Southeast Region	0K-05	Y	C	57	C	55	C	62	NotMet	-4.99	13	100.0													614	47.4	56.8										83	53.0	63.9	80	53.8	56.3	96	50.0	59.4										83	45.8	59.0	80	43.8	55.0	96	36.5	45.8										96	50.0	59.4			
Brunswick County Schools	100307	Brunswick County Early College	Southeast Region	09-13	Y	A+NG	94					Exceeded	2.24	14	100.0	Y		65	>95			60	>95	78	>95	56	>95	224	85.3	93.3	76	80.3	90.8	83	83.1	90.4	65	93.8	>95																																										
