2016-17 State, District, and School Level Summary Data																																																																																	
Percentages greater than 95 are displayed as >95 and percentages less than 5 are displayed as <5.																																																																																	
An * or (Insufficient) or a blank cell indicates a school does not have tested grades/sufficient data for reporting.																																																																																	
College/Career Ready (CCR) - Level 4 & 5 /Grade Level Proficient (GLP) - Level 3 & Above																																																																																	
																																																																																	
Note: Filter applied to all column headers.  For sorting or filtering, click on the down arrow.																																																																																	
District Name	School Code	School Name	State Board District	Grade Span	Title I School	School Performance Grade (SPG)	SPG Score	Reading SPG	Reading SPG Score	Math SPG	Math SPG Score	EVAAS Growth Status	EVAAS Growth Index	Number of Participation Targets	Percent Participation Targets Met	Graduation Project	Summer Program	ACT Denominator	ACT Percent	ACT WorkKeys Denominator	ACT WOrkKeys Percent	Passing NC Math 3 Denominator	Passing NC Math 3 Percent	4-Year Cohort Graduation Rate Denominator	4-Year Cohort Graduation Rate Percent	5-Year Cohort Graduation Rate Denominator	5-Year Cohort Graduation Rate Percent	Performance Composite Denominator	Performance Composite Percent College/Career Ready	Performance Composite Percent Grade Level Proficient	NC Math 1 Denominator	NC Math 1 Percent College/Career Ready	NC Math 1 Percent Grade Level Proficient	Biology Denominator	Biology Percent College/Career Ready	Biology Percent Grade Level Proficient	English II Denominator	English II Percent College/Career Ready	English II Percent Grade Level Proficient	Grade 3 Math Denominator	Grade 3 Math Percent College/Career Ready	Grade 3 Math Percent Grade Level Proficient	Grade 4 Math Denominator	Grade 4 Math Percent College/Career Ready	Grade 4 Math Percent Grade Level Proficient	Grade 5 Math Denominator	Grade 5 Math Percent College/Career Ready	Grade 5 Math Percent Grade Level Proficient	Grade 6 Math Denominator	Grade 6 Math Percent College/Career Ready	Grade 6 Math Percent Grade Level Proficient	Grade 7 Math Denominator	Grade 7 Math Percent College/Career Ready	Grade 7 Math Percent Grade Level Proficient	Grade 8 Math Denominator	Grade 8 Math Percent College/Career Ready	Grade 8 Math Percent Grade Level Proficient	Grade 3 Reading Denominator	Grade 3 Reading Percent College/Career Ready	Grade 3 Reading Percent Grade Level Proficient	Grade 4 Reading Denominator	Grade 4 Reading Percent College/Career Ready	Grade 4 Reading Percent Grade Level Proficient	Grade 5 Reading Denominator	Grade 5 Reading Percent College/Career Ready	Grade 5 Reading Percent Grade Level Proficient	Grade 6 Reading Denominator	Grade 6 Reading Percent College/Career Ready	Grade 6 Reading Percent Grade Level Proficient	Grade 7 Reading Denominator	Grade 7 Reading Percent College/Career Ready	Grade 7 Reading Percent Grade Level Proficient	Grade 8 Reading Denominator	Grade 8 Reading Percent College/Career Ready	Grade 8 Reading Percent Grade Level Proficient	Grade 5 Science Denominator	Grade 5 Science Percent College/Career Ready	Grade 5 Science Percent Grade Level Proficient	Grade 8 Science Denominator	Grade 8 Science Percent College/Career Ready	Grade 8 Science Percent Grade Level Proficient
Alexander County Schools	020332	Wittenburg Elementary	Northwest	PK-05	Y	B	72	C	67	B	73	Met	1.52	9	100.0													396	57.8	69.4										50	66.0	74.0	55	69.1	80.0	62	50.0	61.3										50	54.0	66.0	55	52.7	67.3	62	43.5	58.1										62	71.0	80.6			
Alleghany County Schools	030	Alleghany County Schools	Northwest											40	100.0			78	55.1	73	67.1	100	>95	117	86.3	120	85.0	1844	45.5	54.8	120	36.7	47.5	144	35.4	43.8	129	48.8	55.0	106	50.9	59.4	113	38.9	43.4	112	44.6	52.7	92	32.6	40.2	92	52.2	57.6	103	51.5	56.3	106	44.3	54.7	113	37.2	52.2	112	40.2	56.3	92	43.5	53.3	92	45.7	57.6	103	41.7	53.4	112	57.1	68.8	103	76.7	83.5
Alleghany County Schools	030304	Alleghany High	Northwest	09-12		C	62					NotMet	-6.5	21	100.0	N		78	55.1	73	67.1	100	>95	117	86.3	120	85.0	392	40.1	48.5	119	36.1	47.1	144	35.4	43.8	129	48.8	55.0																																										
Alleghany County Schools	030308	Glade Creek Elementary	Northwest	PK-08	Y	C	63	C	60	C	59	Met	0.68	11	100.0													357	46.8	58.0										33	42.4	51.5	27	40.7	44.4	19	57.9	63.2	22	50.0	54.5	23	73.9	73.9	30	36.7	43.3	33	30.3	51.5	27	40.7	55.6	19	31.6	63.2	22	36.4	50.0	23	56.5	65.2	30	26.7	43.3	19	68.4	73.7	30	76.7	90.0
Alleghany County Schools	030316	Piney Creek Elementary	Northwest	PK-08	Y	C	67	C	68	C	60	NotMet	-2.41	8	100.0													259	58.3	66.8	<10	*	*							13	61.5	69.2	20	55.0	55.0	20	45.0	55.0	22	18.2	36.4	<10	*	*	24	75.0	79.2	13	61.5	61.5	20	35.0	60.0	20	50.0	55.0	22	59.1	72.7	<10	*	*	24	70.8	75.0	20	65.0	75.0	24	91.7	>95
Alleghany County Schools	030320	Sparta Elementary	Northwest	PK-08	Y	D	53	C	56	D	50	NotMet	-6.29	16	100.0													836	43.5	52.6										60	53.3	61.7	66	33.3	39.4	73	41.1	49.3	48	31.3	35.4	61	42.6	50.8	49	49.0	53.1	60	48.3	55.0	66	36.4	48.5	73	39.7	54.8	48	39.6	45.8	61	39.3	52.5	49	36.7	49.0	73	52.1	65.8	49	69.4	73.5
Anson County Schools	040	Anson County Schools	Southwest											54	90.7			191	36.6	46	54.3	184	>95	241	79.3	260	84.2	4271	34.2	44.9	315	34.3	51.1	283	26.9	35.7	273	24.9	39.9	279	40.9	52.0	236	28.0	35.6	239	33.5	40.2	230	35.2	43.9	207	30.9	38.6	261	21.1	25.3	279	38.0	46.6	238	30.3	45.4	240	36.7	52.9	230	43.0	55.7	203	35.5	40.9	256	21.5	30.5	238	54.2	66.4	264	48.5	61.7
Anson County Schools	040304	Anson Co. Early College High	Southwest	09-13		B	77					Met	-0.72	9	100.0	Y	Y	38	71.1			26	>95	40	90.0	36	>95	139	48.9	70.5	54	48.1	68.5	35	57.1	71.4	50	44.0	72.0																																										
Anson County Schools	040305	Anson Academy	Southwest	07-12		N/A		N/A		N/A		NotMet	-2.42	3	100.0	Y	Y	<10	*	<10	*	19	>95	24	70.8	29	69.0	112	<5	<5	13	<5	<5	24	<5	<5	21	<5	<5																18	<5	<5																18	<5	<5				18	5.6	11.1
Anson County Schools	040306	Anson High School	Southwest	09-12		D	54					Met	-1.32	26	92.3	Y	Y	126	29.4	43	55.8	108	>95	128	84.4	145	89.0	558	23.5	35.5	176	27.3	42.6	202	22.3	31.2	180	21.1	33.3																																										
Anson County Schools	040308	Ansonville Elementary	Southwest	0K-06	Y	B	80	B	74	B	83	Exceeded	2.73	10	100.0		Y											265	66.8	78.1										42	59.5	76.2	18	72.2	83.3	28	67.9	78.6	31	77.4	90.3							42	42.9	57.1	18	72.2	88.9	28	67.9	75.0	31	74.2	80.6							27	85.2	88.9			
Anson County Schools	040309	Anson Middle	Southwest	07-08		D	46	D	41	F	39	NotMet	-4.63	21	71.4		Y											1177	34.2	43.0	40	75.0	95.0																			207	30.9	38.6	243	22.6	27.2													203	35.5	40.9	238	23.1	32.8				246	51.6	65.4
Anson County Schools	040311	Wadesboro Primary	Southwest	0K-04	Y	F	35	F	36	F	34	Met	-0.85	8	100.0		Y											355	16.6	24.5										97	12.4	18.6	80	20.0	22.5													97	19.6	27.8	81	14.8	29.6																		
Anson County Schools	040316	Lilesville Elementary	Southwest	0K-06	Y	D	51	D	49	D	50	Met	0.99	13	100.0		Y											388	28.9	42.8										37	45.9	62.2	47	12.8	25.5	51	27.5	39.2	33	33.3	39.4							37	29.7	37.8	48	16.7	35.4	51	27.5	45.1	33	39.4	51.5							51	35.3	52.9			
Anson County Schools	040324	Morven Elementary	Southwest	0K-06	Y	D	51	D	51	C	55	Met	-1.35	6	100.0		Y											247	35.2	45.7										33	48.5	54.5	29	41.4	44.8	23	52.2	56.5	27	22.2	40.7							33	30.3	39.4	29	34.5	51.7	23	30.4	52.2	27	33.3	37.0							23	21.7	34.8			
Anson County Schools	040328	Peachland-Polkton Elem	Southwest	0K-06	Y	C	69	B	73	C	60	Met	0.74	14	100.0		Y											581	53.9	65.4										70	62.9	77.1	62	30.6	41.9	63	36.5	42.9	64	50.0	59.4							70	68.6	74.3	62	46.8	58.1	63	46.0	71.4	64	65.6	78.1							63	74.6	82.5			
Anson County Schools	040330	Wadesboro Elementary	Southwest	05-06	Y	D	43	D	45	F	28	Met	0.84	11	100.0		Y											373	23.3	33.2																74	16.2	18.9	75	10.7	14.7													75	25.3	34.7	75	16.0	34.7							74	48.6	63.5			
Anson County Schools	040700	Anson New Tech High	Southwest	09-12		C	66					Met	1.72	5	80.0	Y	Y	24	25.0	<10	*	31	>95	35	85.7	38	86.8	76	28.9	47.4	32	12.5	34.4	22	50.0	59.1	22	31.8	54.5																																										
Ashe County Schools	050	Ashe County Schools	Northwest											47	100.0			186	69.4	93	76.3	218	90.4	246	87.8	250	87.2	4029	54.6	64.0	253	44.7	53.0	220	53.6	61.4	237	51.9	61.6	242	55.4	66.5	256	56.6	65.2	242	55.8	62.0	221	64.3	71.9	214	54.2	62.1	242	38.0	43.8	242	48.8	64.5	257	47.9	58.8	242	48.8	61.2	221	64.7	75.1	214	55.6	65.9	242	46.7	57.4	242	66.9	75.2	242	76.4	84.3
Ashe County Schools	050302	Ashe County High	Northwest	09-12		C	68					NotMet	-5.66	27	100.0	N		186	69.4	93	76.3	218	90.4	246	87.8	250	87.2	710	49.9	58.5	253	44.7	53.0	220	53.6	61.4	237	51.9	61.6																																										
Ashe County Schools	050305	Ashe County Middle	Northwest	07-08		C	63	C	62	C	55	NotMet	-2.73	17	100.0													1154	54.2	62.7																						214	54.2	62.1	242	38.0	43.8													214	55.6	65.9	242	46.7	57.4				242	76.4	84.3
Ashe County Schools	050310	Blue Ridge Elementary	Northwest	0K-06	Y	C	67	C	67	C	65	Exceeded	2.06	13	100.0													670	53.1	62.4										69	60.9	69.6	90	57.8	62.2	72	44.4	54.2	68	45.6	54.4							69	56.5	69.6	90	47.8	57.8	72	45.8	58.3	68	55.9	66.2							72	63.9	70.8			
Ashe County Schools	050330	Mountain View Elementary	Northwest	PK-06	Y	B	72	C	69	B	73	Exceeded	5.17	15	100.0													751	57.7	67.1										83	51.8	63.9	94	60.6	69.1	83	56.6	60.2	74	77.0	83.8							83	50.6	61.4	94	47.9	57.4	83	53.0	60.2	74	64.9	79.7							83	60.2	72.3			
Ashe County Schools	050335	Westwood Elementary	Northwest	0K-06	Y	B	74	B	70	B	74	Exceeded	5.05	15	100.0													744	57.9	69.6										90	54.4	66.7	72	50.0	63.9	87	64.4	70.1	79	68.4	75.9							90	41.1	63.3	73	47.9	61.6	87	47.1	64.4	79	72.2	78.5							87	75.9	81.6			
Avery County Schools	060	Avery County Schools	Northwest											43	97.7			150	56.7	69	79.7	140	>95	154	>95	165	>95	2764	55.5	66.5	182	57.1	67.6	164	51.8	64.0	168	53.6	66.1	164	53.0	65.2	165	60.6	70.9	168	67.3	72.0	139	59.7	67.6	159	46.5	54.1	164	39.0	45.1	164	50.6	63.4	165	48.5	64.8	168	53.0	66.7	139	54.7	71.9	159	54.7	62.9	164	49.4	61.6	168	73.2	85.1	164	70.7	81.7
Avery County Schools	060302	Avery County High	Northwest	09-12		B	70					Met	-0.86	18	100.0	N	Y	73	27.4	60	78.3	110	>95	116	>95	113	>95	275	34.9	51.6	70	32.9	51.4	103	35.0	48.5	102	36.3	54.9																																										
Avery County Schools	060304	Banner Elk Elementary	Northwest	PK-05	Y	B	71	C	68	B	70	Met	0.56	7	100.0		Y											215	60.0	68.8										29	62.1	72.4	29	48.3	58.6	33	69.7	72.7										29	58.6	65.5	29	58.6	69.0	33	48.5	60.6										33	72.7	81.8			
Avery County Schools	060310	Cranberry Middle	Northwest	06-08	Y	B	73	B	73	C	68	Met	0.75	9	100.0		Y											447	60.6	70.5	22	>95	>95																54	72.2	83.3	61	54.1	57.4	65	50.8	53.8										54	57.4	79.6	61	60.7	68.9	65	50.8	66.2				65	67.7	76.9
Avery County Schools	060316	Crossnore Elementary	Northwest	PK-05	Y	B	82	B	74	A	86	Exceeded	5.21	8	100.0		Y											245	68.6	79.6										39	69.2	84.6	28	78.6	85.7	37	75.7	83.8										39	46.2	59.0	28	64.3	89.3	37	59.5	70.3										37	89.2	89.2			
Avery County Schools	060318	Avery Middle	Northwest	06-08	Y	C	61	C	63	D	52	NotMet	-3.86	15	100.0		Y											677	51.7	61.3	23	>95	>95																85	51.8	57.6	98	41.8	52.0	96	32.3	40.6										85	52.9	67.1	98	51.0	59.2	96	47.9	58.3				96	74.0	85.4
Avery County Schools	060322	Freedom Trail Elementary	Northwest	PK-05	Y	B	75	B	72	B	70	Exceeded	5.15	8	100.0		Y											240	60.0	71.3										34	41.2	50.0	29	51.7	75.9	38	73.7	73.7										34	52.9	64.7	29	37.9	55.2	38	65.8	81.6										38	86.8	92.1			
Avery County Schools	060328	Newland Elementary	Northwest	PK-05	Y	B	71	C	66	B	71	Exceeded	2.03	11	100.0		Y											330	54.2	67.0										42	52.4	59.5	60	65.0	71.7	42	61.9	66.7										42	50.0	64.3	60	43.3	58.3	42	45.2	64.3										42	61.9	85.7			
Avery County Schools	060332	Riverside Elementary	Northwest	PK-05	Y	C	63	C	61	C	62	Met	1.46	6	100.0		Y											132	41.7	57.6										20	30.0	55.0	19	52.6	57.9	18	44.4	55.6										20	45.0	65.0	19	42.1	57.9	18	38.9	44.4										18	38.9	66.7			
Avery County Schools	060334	Blue Ridge Academy	Northwest	06-12		N/A		N/A		N/A						N		<10	*	<10	*	<10	*	15	80.0	22	86.4	22	18.2	27.3	<10	*	*	<10	*	*	<10	*	*																<10	*	*																<10	*	*				<10	*	*
Avery County Schools	060700	Avery High STEM Academy	Northwest	09-12		A	92					Met	1.02	13	100.0	N		72	90.3	<10	*	22	>95	22	>95	29	>95	83	86.7	94.0				25	80.0	>95	58	89.7	93.1																																										
Avery County Schools	060701	Avery High Viking Academy	Northwest	09-09		B	74					Met	-1.05	2	100.0	N	Y							<10	*			98	68.4	73.5	65	58.5	63.1	33	87.9	93.9																																													
Beaufort County Schools	070	Beaufort County Schools	Northeast											67	94.0			501	51.5	139	77.7	449	>95	526	80.6	496	85.1	8773	42.1	53.0	722	43.4	53.3	564	26.8	32.4	560	34.1	45.2	491	54.0	66.8	526	44.3	55.5	506	47.0	55.9	491	39.5	48.7	477	41.1	45.5	480	30.0	36.0	490	43.3	54.5	526	44.5	60.3	507	40.6	58.4	491	44.2	56.2	477	44.7	54.7	480	32.3	45.2	507	54.0	68.4	478	53.8	65.5
Beaufort County Schools	070302	Eastern Elementary	Northeast	PK-01	Y	I																																																																											
Beaufort County Schools	070308	Bath Elementary	Northeast	0K-08	Y	C	67	C	68	C	62	NotMet	-2.93	16	100.0		Y											967	56.0	67.0	20	90.0	>95							69	59.4	71.0	63	69.8	76.2	62	38.7	51.6	70	62.9	71.4	69	65.2	69.6	73	30.1	37.0	69	47.8	65.2	63	61.9	76.2	62	45.2	64.5	70	62.9	71.4	69	58.0	71.0	73	37.0	52.1	62	53.2	66.1	73	82.2	86.3
Beaufort County Schools	070310	B C Ed Tech Center	Northeast	06-12		N/A		N/A		N/A		NotMet	-2.36	3	100.0	N		11	<5	<10	*	38	>95	27	70.4	15	80.0	87	<5	<5	10	<5	<5	26	<5	<5	15	<5	<5										<10	*	*	<10	*	*	<10	*	*										<10	*	*	<10	*	*	<10	*	*				<10	*	*
Beaufort County Schools	070311	Beaufort Co Early College High	Northeast	09-13		A	95					Exceeded	4.42	15	100.0	N	Y	56	>95	<10	*	35	>95	35	>95	41	>95	163	85.3	93.9	56	83.9	>95	51	78.4	88.2	56	92.9	>95																																										
Beaufort County Schools	070325	Chocowinity Middle	Northeast	05-08		C	62	C	64	C	58	NotMet	-2.16	19	100.0		Y											967	48.4	60.4	18	88.9	94.4													96	55.2	61.5	106	43.4	54.7	94	46.8	54.3	87	34.5	43.7							96	52.1	70.8	106	49.1	65.1	94	51.1	62.8	87	29.9	43.7	96	62.5	75.0	87	49.4	63.2
Beaufort County Schools	070326	Chocowinity Primary	Northeast	PK-04	Y	B	75	B	73	B	76	Met	1.55	8	100.0		Y											398	58.5	73.1										86	73.3	88.4	113	58.4	69.9													86	54.7	66.3	113	50.4	69.9																		
Beaufort County Schools	070327	John C Tayloe Elementary	Northeast	02-03	Y	C	63	C	59	C	62	Exceeded	3.99	14	100.0		Y											538	45.2	56.7										269	49.1	62.1																269	41.3	51.3																					
Beaufort County Schools	070328	John Small Elementary	Northeast	04-05	Y	C	55	C	59	D	50	NotMet	-6.5	21	100.0		Y											1411	40.5	54.7													277	31.8	44.0	285	44.9	54.4													277	40.4	56.0	286	37.1	53.8										286	48.3	65.0			
Beaufort County Schools	070329	Northeast Elementary	Northeast	PK-08	Y	C	60	C	56	C	57	Met	1.1	17	100.0		Y											724	43.5	54.0	15	>95	>95							57	43.9	50.9	54	51.9	64.8	49	49.0	57.1	44	36.4	43.2	47	36.2	40.4	53	37.7	43.4	56	37.5	44.6	54	35.2	48.1	49	34.7	57.1	44	43.2	59.1	47	34.0	44.7	53	32.1	41.5	49	71.4	81.6	53	49.1	66.0
Beaufort County Schools	070330	Northside High	Northeast	09-12		C	63					NotMet	-7.43	21	100.0	N	Y	95	64.2	49	79.6	101	>95	110	90.9	106	89.6	350	32.3	45.1	134	29.9	42.5	109	31.2	42.2	107	36.4	51.4																																										
Beaufort County Schools	070338	P S Jones Middle	Northeast	06-08		C	55	C	56	D	48	Met	1.49	24	100.0		Y											1780	39.7	48.1	54	>95	>95																254	34.6	43.3	247	36.4	40.1	242	29.8	34.3										254	38.2	48.8	247	43.3	51.0	242	33.1	45.9				240	49.6	62.1
Beaufort County Schools	070339	Southside High	Northeast	09-12		D	54					NotMet	-5.95	24	95.8	N	Y	120	41.7	38	81.6	82	>95	94	84.0	91	90.1	395	28.1	37.7	132	28.8	40.2	133	22.6	27.8	130	33.1	45.4																																										
Beaufort County Schools	070340	S W Snowden Elementary	Northeast	PK-08	Y	D	48	D	47	D	42	Met	1.25	7	100.0		Y											221	27.6	39.4	<10	*	*							10	40.0	70.0	19	36.8	42.1	14	64.3	64.3	13	<5	15.4	15	<5	<5	19	<5	10.5	10	<5	20.0	19	36.8	47.4	14	35.7	42.9	13	30.8	38.5	15	6.7	33.3	19	26.3	42.1	14	57.1	57.1	19	47.4	57.9
Beaufort County Schools	070342	Washington High	Northeast	09-12		D	51					NotMet	-10.22	33	90.9	N	Y	219	42.0	49	71.4	193	>95	231	82.3	218	83.0	772	24.2	32.4	275	30.2	40.0	245	19.2	22.4	252	22.6	33.7																																										
Bertie County Schools	080	Bertie County Schools	Northeast											38	100.0			144	34.7	79	46.8	162	>95	184	84.8	179	83.2	2982	32.6	46.9	308	21.1	32.8	219	28.3	42.9	210	26.2	41.0	149	43.6	59.7	167	47.3	59.9	154	42.9	53.9	161	37.3	45.3	167	19.2	27.5	165	22.4	31.5	149	26.2	48.3	167	37.1	55.1	154	24.7	46.1	161	36.0	53.4	167	28.7	40.1	165	25.5	41.8	154	44.8	63.6	165	58.2	72.7
Bertie County Schools	080311	Bertie Early College High	Northeast	09-13	Y	B	78					Met	-1.32	8	100.0	Y	Y	36	80.6	12	66.7	41	>95	31	>95	22	>95	148	52.7	70.3	49	49.0	61.2	54	53.7	74.1	45	55.6	75.6																																										
Bertie County Schools	080312	Bertie High	Northeast	09-12	Y	D	41					NotMet	-5.49	19	100.0	Y	Y	82	12.2	54	35.2	90	>95	117	79.5	129	82.2	448	9.4	17.9	189	<5	9.5	129	17.8	27.9	130	10.8	20.0																																										
Bertie County Schools	080314	Bertie Middle	Northeast	06-08	Y	D	54	D	54	D	44	Exceeded	3.6	15	100.0		Y											1176	33.6	45.7	25	88.0	>95																161	37.3	45.3	167	19.2	27.5	165	22.4	31.5										161	36.0	53.4	167	28.7	40.1	165	25.5	41.8				165	58.2	72.7
Bertie County Schools	080348	Aulander Elementary	Northeast	PK-05	Y	C	60	C	56	C	63	Met	1.34	6	100.0		Y											160	34.4	54.4										22	45.5	59.1	25	36.0	44.0	22	45.5	72.7										22	31.8	54.5	25	36.0	56.0	22	13.6	36.4										22	31.8	59.1			
Bertie County Schools	080356	West Bertie Elementary	Northeast	PK-05	Y	C	58	C	55	C	55	Exceeded	2.81	9	100.0		Y											292	31.8	50.7										39	25.6	46.2	38	28.9	44.7	46	37.0	45.7										39	28.2	46.2	38	34.2	55.3	46	23.9	45.7										46	43.5	69.6			
Bertie County Schools	080360	Colerain Elementary	Northeast	PK-05	Y	C	66	C	59	B	72	Exceeded	6.05	6	100.0		Y											213	40.4	59.6										28	35.7	60.7	38	63.2	76.3	27	51.9	59.3										28	10.7	42.9	38	28.9	52.6	27	40.7	59.3										27	48.1	63.0			
Bertie County Schools	080362	Windsor Elementary	Northeast	PK-05	Y	C	63	C	56	C	67	Exceeded	2.6	13	100.0		Y											429	42.9	56.6										60	58.3	68.3	66	53.0	65.2	59	42.4	50.8										60	30.0	50.0	66	43.9	56.1	59	22.0	44.1										59	49.2	61.0			
Bertie County Schools	080700	Bertie STEM High	Northeast	09-12	Y	B	70					NotMet	-3.67	7	100.0	Y	Y	26	42.3	13	76.9	31	>95	31	>95	22	>95	116	34.5	62.9	45	31.1	64.4	36	27.8	50.0	35	45.7	74.3																																										
Bladen County Schools	090	Bladen County Schools	Sandhills											71	100.0			329	36.5	254	67.3	316	>95	375	86.1	349	86.5	6014	39.0	51.6	411	43.6	53.8	389	31.6	42.4	374	39.6	48.1	344	44.5	64.0	375	43.5	54.4	353	42.8	51.3	350	35.1	47.1	322	25.2	33.2	333	24.3	30.6	344	36.9	54.1	375	32.5	50.4	353	29.2	47.9	350	42.6	57.1	322	39.1	49.7	333	39.6	52.9	353	51.6	66.0	333	61.3	74.5
Bladen County Schools	090304	B T Washington Primary	Sandhills	PK-05	Y	D	49	D	50	D	46	NotMet	-5.96	7	100.0		Y											231	32.5	46.8										28	35.7	57.1	38	15.8	23.7	33	51.5	54.5										28	39.3	53.6	38	15.8	28.9	33	36.4	57.6										33	39.4	60.6			
Bladen County Schools	090315	Bladenboro Middle	Sandhills	05-08	Y	C	55	C	55	D	45	Met	1.09	18	100.0		Y											787	37.7	48.2	<10	*	*													84	33.3	45.2	79	32.9	41.8	77	35.1	44.2	74	12.2	18.9							84	33.3	47.6	79	44.3	54.4	77	46.8	50.6	74	28.4	37.8	84	54.8	73.8	74	54.1	63.5
Bladen County Schools	090317	Bladenboro Primary	Sandhills	PK-04	Y	C	64	C	57	B	72	Met	0.97	6	100.0		Y											288	43.8	59.7										70	51.4	72.9	74	51.4	63.5													70	40.0	58.6	74	32.4	44.6																		
Bladen County Schools	090318	Bladen Lakes Primary	Sandhills	PK-04	Y	C	68	C	64	B	72	Exceeded	2.58	8	100.0		Y											216	43.1	63.9										46	50.0	71.7	62	48.4	64.5													46	39.1	56.5	62	35.5	62.9																		
Bladen County Schools	090320	Clarkton School of Discovery	Sandhills	06-08		B	71	B	73	C	59	Exceeded	3.06	17	100.0		Y											565	55.8	66.7	33	>95	>95																72	45.8	56.9	71	32.4	40.8	82	52.4	62.2										72	56.9	75.0	71	47.9	56.3	82	61.0	73.2				82	70.7	84.1
Bladen County Schools	090324	Dublin Primary	Sandhills	PK-04	Y	C	66	C	62	B	70	Met	0.09	8	100.0		Y											214	44.4	62.1										48	47.9	79.2	59	50.8	57.6													48	33.3	54.2	59	44.1	59.3																		
Bladen County Schools	090328	East Arcadia Elementary	Sandhills	0K-08	Y	D	49	D	46	D	48	Met	1.42	6	100.0		Y											215	27.0	40.5	<10	*	*							21	33.3	47.6	14	35.7	42.9	12	50.0	75.0	15	20.0	26.7	15	20.0	26.7	16	12.5	12.5	21	28.6	42.9	14	7.1	28.6	12	25.0	41.7	15	20.0	26.7	15	40.0	46.7	16	31.3	43.8	12	16.7	33.3	16	31.3	68.8
Bladen County Schools	090330	East Bladen High	Sandhills	09-12		C	62					NotMet	-2.15	28	100.0	N	Y	144	36.8	104	62.5	152	>95	182	87.4	162	90.1	525	35.6	46.7	170	42.4	55.3	187	32.1	42.2	168	32.7	42.9																																										
Bladen County Schools	090332	Elizabethtown Middle	Sandhills	05-08	Y	D	54	C	55	D	45	NotMet	-2.02	17	100.0		Y											1111	36.3	49.9	11	81.8	90.9													135	51.1	58.5	104	34.6	50.0	95	12.6	21.1	99	19.2	24.2							135	22.2	44.4	104	39.4	57.7	95	30.5	44.2	99	33.3	49.5	135	48.1	61.5	99	60.6	75.8
Bladen County Schools	090333	Elizabethtown Primary	Sandhills	PK-04	Y	C	58	C	57	C	58	Exceeded	2.46	10	100.0		Y											384	39.1	50.5										101	41.6	49.5	91	41.8	50.5													101	39.6	53.5	91	33.0	48.4																		
Bladen County Schools	090352	Plain View Primary	Sandhills	PK-04	Y	C	66	C	61	B	70	Met	1.08	4	100.0		Y											134	36.6	61.2										30	40.0	73.3	37	43.2	59.5													30	26.7	50.0	37	35.1	62.2																		
Bladen County Schools	090365	Tar Heel Middle	Sandhills	05-08	Y	D	54	C	57	F	39	Met	-0.8	15	100.0		Y											745	38.1	49.0	<10	*	*													89	34.8	41.6	80	31.3	43.8	64	25.0	31.3	62	12.9	17.7							89	33.7	50.6	80	36.3	48.8	64	32.8	50.0	62	37.1	51.6	89	62.9	71.9	62	66.1	74.2
Bladen County Schools	090368	West Bladen High	Sandhills	09-12		C	65					Exceeded	2.46	31	100.0	N	Y	185	36.2	150	70.7	164	>95	192	85.4	185	84.3	599	35.9	45.4	191	30.9	40.8	202	31.2	42.6	206	45.1	52.4																																										
Brunswick County Schools	100	Brunswick County Schools	Southeast											79	100.0			929	56.8	341	70.1	856	>95	1041	83.8	982	83.8	16915	46.0	56.2	1283	51.1	62.9	1075	58.6	66.0	1052	51.4	62.3	967	52.5	65.3	1005	43.6	51.3	978	47.8	53.4	989	34.0	42.4	879	32.5	39.9	964	30.8	37.6	966	42.4	55.7	1005	36.2	51.0	978	39.6	53.9	990	42.0	54.3	879	41.3	50.1	964	39.3	52.0	977	62.4	73.5	964	71.5	78.7
Brunswick County Schools	100302	Belville Elementary	Southeast	0K-05	Y	C	68	C	65	C	63	Met	-0.55	16	100.0													984	51.7	65.1										123	60.2	70.7	161	52.8	67.1	139	44.6	51.8										122	44.3	58.2	161	41.6	60.9	139	46.8	61.2										139	73.4	86.3			
Brunswick County Schools	100304	Bolivia Elementary	Southeast	0K-05	Y	C	59	D	53	C	65	NotMet	-2.96	11	100.0													571	49.0	58.0										83	57.8	69.9	84	54.8	60.7	79	50.6	57.0										83	45.8	54.2	84	35.7	47.6	79	41.8	48.1										79	57.0	68.4			
Brunswick County Schools	100307	Brunswick County Early College	Southeast	09-13		A	96					Exceeded	3.61	12	100.0	Y		66	>95			72	>95	67	>95	78	>95	240	88.3	>95	91	85.7	>95	79	92.4	>95	70	87.1	92.9																																										
Brunswick County Schools	100308	Brunswick County Academy	Southeast	06-12		N/A		N/A		N/A		NotMet	-7.09	11	81.8	Y		11	18.2	<10	*	26	92.3	30	53.3	43	46.5	219	<5	9.6	78	<5	<5	24	<5	16.7	39	5.1	7.7										<10	*	*	13	<5	7.7	14	<5	<5										<10	*	*	13	15.4	30.8	14	<5	14.3				14	7.1	21.4
Brunswick County Schools	100309	Cedar Grove Middle	Southeast	06-08	Y	C	55	C	55	D	45	Exceeded	3.4	17	100.0													1138	37.8	46.3	14	>95	>95																177	31.1	40.1	142	24.6	28.2	162	28.4	34.6										177	36.7	48.6	142	35.2	46.5	162	36.4	48.8				162	65.4	71.0
Brunswick County Schools	100310	Jessie Mae Monroe Elementary	Southeast	0K-05	Y	D	45	D	45	D	42	NotMet	-5.02	15	100.0													605	28.4	42.1										99	35.4	52.5	67	20.9	26.9	91	25.3	29.7										99	28.3	44.4	67	25.4	35.8	91	17.6	39.6										91	42.9	59.3			
